id,text,date,likes_count,comments_count,reposts_count,views_count,url_photos
223363,"Билеты на матч «Ротор» х «Краснодар-2» можно приобрести в кассах «Волгоград Арены» 🏟

⏲ График работы:

13 и 14 мая с 10:00 до 18:00 (касса входа №2)
15 мая с 14:00 до конца первого тайма (касса входа №2)

Проход на стадион будет осуществляться через 2, 5 и 6 гейты.

Вход для гостевых болельщиков и аккредитованных лиц – №5.

Стартовый свисток в 19:00.

Также продолжается онлайн-продажа на сайте rotor-vlg.com и vk.cc/cwCqli 🎫

Друзья, приходите на матч заранее и налегке, чтобы не создавать очереди на входных группах. Стадион откроет свои двери в 17:00

#ЗаРотор #РубисьЗаРотор",2024-05-13 09:30:00,130,0,5,5432,['https://sun150-2.userapi.com/impg/fxj1EGOBMNc6abJQIB_VsTC38RSBwDC7FLw7Pg/9vr1lb8GZkM.jpg?size=1280x854&quality=96&sign=52dd11ab1835de212bbf7f77d89fbb07&c_uniq_tag=VM-OGvEYtYOlkETZPrRHQIf-ZHLPsQ7SLfMUaoHAanY&type=album']
223344,"Предпоследний домашний матч этого сезона уже совсем близко! 🏠🏟️ 

Уже в эту среду, 15 мая, проведём одну из двух заключительных домашних игр этого сезона 🔜

Матч начнётся в 19:00. Сине-голубые, ждём вас на «Волгоград Арене». Ваш голос — наша сила 👊🏻💙🩵

Билеты доступны здесь: rotor-vlg.com и vk.cc/cwCqli 😮

#ЗаРотор #ЖдётПобедыВолгоград",2024-05-12 18:00:02,238,18,16,5712,['https://sun150-1.userapi.com/impg/PK7f1w6TzTXiCMGH-c7MaPGUMBkTNv7v9zz76A/GoENzMS976Q.jpg?size=510x637&quality=95&sign=3d874c190dfae1e7116c410b7acabdcb&c_uniq_tag=lziz9Nev0vyLEFtwtz_wrDxym2qre2JEZZpYnpDqqyg&type=album']
223341,"Фотоотчет с матча «Металлург» - «Ротор» 📸 
 
Фото: ФК «Металлург»",2024-05-12 17:19:31,136,1,2,6188,"['https://sun150-2.userapi.com/impg/XQesMvzbxiGVGzjHKc2t3PMt6_tZOC2WI9HPZg/BLAMkB67CUg.jpg?size=1280x848&quality=96&sign=76bfcbcde858146a33b86a88b6b01602&c_uniq_tag=tisyVJ-xlroqLr-1lWxUpSdvyqX8lRS-YO-n9ffe3MQ&type=album', 'https://sun150-2.userapi.com/impg/yWKNMu1_81HkeAiuIX1fGcMkCShLDl7xhp9imw/D53qPK_gM7U.jpg?size=1280x847&quality=96&sign=b4d0335a209e4c934f2ec46b58e36065&c_uniq_tag=Vc_rar358_82s-Pg0_XptBrGEi0kd9gEi2uXdy4FQtc&type=album', 'https://sun150-2.userapi.com/impg/_qv9w5bSquDoDUCMN-BHPve-qCnPF_HO-vWUiQ/KGFMAGyLhc0.jpg?size=1280x848&quality=96&sign=a563602e8acb261bf479031e36168e08&c_uniq_tag=PImTGR1e2cdb3yBhijl70sdDiaMVd1EAIbyxV6XOpMU&type=album', 'https://sun150-2.userapi.com/impg/sJJWsDWX6xCtzych70OlKIG6VWr8J6RJSPwy0Q/EC3yu2FBYEE.jpg?size=1280x847&quality=96&sign=07587d6d749d617237c43658da692ae5&c_uniq_tag=JOaUEzS7dt7LoqwHeEI0aIhBMxsE61usXYT1dEexNcc&type=album', 'https://sun150-2.userapi.com/impg/2kB-w9BgrCiJp0eCZ3fo9_pWBGG01N8-DfLiSw/0JLG82PJ0sE.jpg?size=1280x847&quality=96&sign=056d001bb5ade1638ab51d3a1c2e76f1&c_uniq_tag=u5kJssXsYNsySinY_iFMMHewv_qRNpcg5O2oOTMharY&type=album', 'https://sun150-1.userapi.com/impg/zIrISveZiwPNbFTvt-6WdGJ7XwPjwqV1SgsmAg/TBplr-JLSNU.jpg?size=1280x848&quality=96&sign=f1f496baf7717da0a4e2abc11ceea3ee&c_uniq_tag=AK2eLOY_3pWsAMRq3gZWkIlJIhQxzB00GxXQaqhgyYg&type=album']"
223337,"Дубль Алексея Никитина, интрига до последней секунды, неподдельные эмоции: вне поля зрения матча «Металлург» - «Ротор» 🎥",2024-05-12 16:48:46,62,1,2,3236,[]
223327,"Персональные болельщики Димы Лаврищева на выездном матче против «Металлурга» 🥹

Поддержка родных и близких — то, что всегда мотивирует на новые свершения 💙🩵

#ЗаРотор",2024-05-12 14:00:02,443,16,8,15577,"['https://sun9-68.userapi.com/impg/YgHSSmFu63yyEfOdqMKqRfyHLmK8PD2IbpzEWg/zZCtmFrx1u8.jpg?size=510x340&quality=95&crop=3,0,2553,1702&sign=2af0ccb21d12dfad6328d2dfe0440c3d&c_uniq_tag=Rsn4jLNqXNz2wKVRnaTdy7GKvILikmVkOuePZYSTfi4&type=album']"
223317,"Поздравляем Алексея Никитина с первым дублем в карьере 💪 
 
Дальше — больше! 💙🩵 
 
#РубисьЗаРотор",2024-05-12 12:00:03,220,6,2,5138,['https://sun9-10.userapi.com/impg/FAISXCDBJGjI9V0MnmjDQ71Hw3pdTBBMwDWdeg/B_4Kjb52z_A.jpg?size=510x510&quality=95&sign=e2473bc898dd7ee0b3eefb95f44d205b&c_uniq_tag=FkdsHlzXB8ayyB2ITS7vLdRGmN56Zu7ISRVw2B_seKU&type=album']
223312,Видеообзор матча «Металлург» – «Ротор» 📹,2024-05-12 10:16:03,60,1,2,4147,[]
223266,"Решили послушать перед сном лучших болельщиков, присоединяйтесь 🎧

Ещё раз всех с победой, сине-голубые! Желаем вам отличной субботы и лёгкого воскресенья 😉",2024-05-11 22:00:01,206,6,4,6404,[]
223245,,2024-05-11 20:26:16,219,6,2,6827,[]
223235,,2024-05-11 20:02:58,137,4,1,4758,[]
223225,"Семейное фото заказывали? 💙📸🩵

#ЗаРотор",2024-05-11 19:20:00,508,12,7,10717,"['https://sun9-65.userapi.com/impg/L_OFKiSKCRWMZi9MBKZWN7UGgbkbWrtR6r9o9g/VwBHUdyfTrs.jpg?size=510x340&quality=95&crop=3,0,2553,1702&sign=82c3a1af7f4695cd17aa855ecae7444a&c_uniq_tag=WccJ1K9AgV9766PqQS3pQoRZmaErPvaS7dnXJLBHQyQ&type=album']"
223213,"Пресс-конференция Олега Сергеева по итогам матча «Металлург» — «Ротор»

📹 ФК «Металлург»",2024-05-11 18:23:32,98,5,1,4233,[]
223199,"Олег Сергеев — главный тренер «Ротора» до конца сезона ✍🏻 

После победы над «Металлургом» было принято решение назначить Олега Вячеславовича главным тренером до конца сезона 2023/2024

Желаем Олегу Вячеславовичу удачи в выполнении поставленной задачи 👏🏻",2024-05-11 18:05:57,241,44,12,6465,['https://sun9-70.userapi.com/impg/SpCWJ7NmhMDDHSGayLChEJ57YGpUBc0RMMKCVg/lqv23g22S4I.jpg?size=510x510&quality=95&sign=c964527da1c5dda6f0ad5d546e30eb88&c_uniq_tag=IzCCLQ0nm-VwGlgtC5sDg8UX8h9Y2NY9Yb2Nzz5SBdE&type=album']
223183,"Эта оглушительная поддержка > всё остальное 🔥 

Ротора, вы — самые превосходные! 💙🩵",2024-05-11 17:50:00,307,16,5,6620,[]
223163,Прямое включение Данила Пелиха с комментарием по матчу и словами благодарности лучшим болельщикам! 🎤🥰,2024-05-11 17:19:44,430,22,14,7861,[]
223138,"ТРИ В РЯД! 💙🩵

#МеталлургРотор | 1:2 (0:1)

Алексей Никитин делает дубль и приносит «Ротору» 3 очка 👊😤",2024-05-11 16:58:03,401,39,20,8547,['https://sun9-65.userapi.com/impg/uODaYhGCizpaQ6g7uBjFyNgyriRpt3lhWW-nvg/aD8646tRmz0.jpg?size=510x637&quality=95&sign=4a6310dbb467e3a3621a11a523d98ebc&c_uniq_tag=y7PZyISo041bACTxjLH2vvwdQj0LOw5YGvzVb1yvmAw&type=album']
223135,"⏱️ 85 ГООООЛ

ЛЁХА ДЕЛАЕТ ДУБЛЬ 💪💪💪💪

#МеталлургРотор | 1:2",2024-05-11 16:49:44,180,7,4,4525,[]
223132,"⏱️ 77

#МеталлургРотор | 1:1",2024-05-11 16:40:28,37,2,0,2819,[]
223131,"⏱️ 71

#МеталлургРотор | 1:1",2024-05-11 16:35:10,31,0,0,2536,[]
223130,"⏱️ 52

😤⚔️

#МеталлургРотор | 1:1",2024-05-11 16:16:11,105,2,0,4297,[]
223124,"⏱ 39

#МеталлургРотор | 0:1",2024-05-11 15:44:37,38,1,1,2886,[]
223122,"⏱ 32 ГООООЛ!

Алексей Валерьевич Никитин забивает первый 👊

#МеталлургРотор | 0:1",2024-05-11 15:37:43,92,2,2,3493,[]
223119,"⏱ 7

#МеталлургРотор | 0:0",2024-05-11 15:11:01,102,0,2,5558,[]
223118,,2024-05-11 15:04:37,34,4,3,3692,[]
223115,Разминка перед матчем #МеталлургРотор - ☑️,2024-05-11 14:39:46,35,0,0,2635,"['https://sun9-19.userapi.com/impg/8fzaXSpvmxrfuKyz1TEFOePgq856iEHMJRNuXA/59af7Ykmvjw.jpg?size=510x340&quality=95&crop=2,0,1276,851&sign=3c59e53155fbf8e4aaa9c36dc3960820&c_uniq_tag=HVZj4eGoPR4eQ809Py7wAYte9c_V9mBrRR346a2Csfg&type=album', 'https://sun9-9.userapi.com/impg/-O8feaMbRtLsEdk2Vc9VoRc8utm16TeTDHIZRQ/Fwa_Gz-hYjo.jpg?size=510x340&quality=95&crop=2,0,1276,851&sign=c519ee610c27c0623abfc7f0a60323cb&c_uniq_tag=S-Rzn6O_uMmwCc5-Mqs0QCXjZLwanZ2lTMTMqTGzsdA&type=album', 'https://sun9-40.userapi.com/impg/cpPpwaltq3KksLLfxCprEDMMNoALhkwPbHsQTg/ML_iAKvlnoE.jpg?size=510x340&quality=95&crop=2,0,1276,851&sign=af1d30d25252f0a110be7a32f5b09503&c_uniq_tag=D1BPwrEyk3F2jHNAk12DVSoR5lQ90u4EXwSZ9YPEsnA&type=album', 'https://sun9-24.userapi.com/impg/tyKf3nY18Aor22XjaEzzOhCeorYc_sjhl2j0FQ/w89k2Uqc5z4.jpg?size=510x340&quality=95&crop=2,0,1276,851&sign=c6cc8f857ee768acfb70f8d9de2214de&c_uniq_tag=iJbODg3JSjzh9XhfNkMuV5qu-OL9k8e9hsmfitCZglU&type=album', 'https://sun9-42.userapi.com/impg/O68_naODCEZL5rAFeFsVx0NI0f6hvYFgF70m5g/MQYwTabwPqg.jpg?size=510x340&quality=95&crop=2,0,1276,851&sign=2ac845e07f7f1eb78793483dddaf9f72&c_uniq_tag=yNqtn5vnxF_VwiyLAy6ChMhTP2g9s2AR9Go6U7PDzqE&type=album', 'https://sun9-2.userapi.com/impg/5pvXn-X4x3qe6rgQ0m9GD0IqQ7r5dox2eRt8ew/hNtnPFEt6Oc.jpg?size=510x340&quality=95&crop=2,0,1276,851&sign=a92527475fb163d7575ff8fcba62e3d5&c_uniq_tag=DIemA1IfH8HAQ_-0ZtuWw77kh-kUsZfxF9lxEEF4lPc&type=album']"
